Drug1,Drug2,Cell_line,Loewe
DB00481,DB00642,ACH-000376,-14.31
DB00481,DB00642,ACH-000425,0.77
DB00481,DB00642,ACH-000428,-7.25
DB00481,DB00642,ACH-000433,-3.12
DB00481,DB00642,ACH-000463,-7.49
DB00481,DB00642,ACH-000477,-0.3
DB00481,DB00642,ACH-000551,-23.14
DB00481,DB00642,ACH-000555,-4.78
DB00481,DB00642,ACH-000579,-1.86
DB00481,DB00642,ACH-000615,-4.53
DB00481,DB00642,ACH-000649,-2.88
DB00481,DB00642,ACH-000655,-10.49
DB00481,DB00642,ACH-000681,-9.32
DB00481,DB00642,ACH-000706,-3.79
DB00481,DB00642,ACH-000730,-7.07
DB00481,DB00642,ACH-000750,-12.45
DB00481,DB00642,ACH-000768,-10.54
DB00481,DB00642,ACH-000811,-4.31
DB00481,DB00642,ACH-000825,-1.91
DB00481,DB00642,ACH-000861,-17.18
DB00481,DB00642,ACH-000900,-6
DB00481,DB00642,ACH-000966,-10.18
DB00481,DB00642,ACH-000969,-9.45
DB00481,DB00642,ACH-000997,-24.94
DB00481,DB00642,ACH-001151,-8.32
DB00481,DB00642,ACH-001190,-5.4
DB00481,DB00648,ACH-000001,2.91
DB00481,DB00648,ACH-000002,-4.76
DB00481,DB00648,ACH-000019,-2.51
DB00481,DB00648,ACH-000046,-0.2
DB00481,DB00648,ACH-000090,2.17
DB00481,DB00648,ACH-000147,2.02
DB00481,DB00648,ACH-000148,0.25
DB00481,DB00648,ACH-000232,-1.78
DB00481,DB00648,ACH-000273,-0.9
DB00481,DB00648,ACH-000288,1.71
DB00481,DB00648,ACH-000343,1.45
DB00481,DB00648,ACH-000428,3.46
DB00481,DB00648,ACH-000433,1.43
DB00481,DB00648,ACH-000463,-1.48
DB00481,DB00648,ACH-000477,5.44
DB00481,DB00648,ACH-000504,0.33
DB00481,DB00648,ACH-000551,-7.9
DB00481,DB00648,ACH-000552,-1.63
DB00481,DB00648,ACH-000555,-2.59
DB00481,DB00648,ACH-000579,-2.58
DB00481,DB00648,ACH-000615,3.07
DB00481,DB00648,ACH-000617,1.42
DB00481,DB00648,ACH-000649,1.24
DB00481,DB00648,ACH-000651,1.61
DB00481,DB00648,ACH-000655,0.19
DB00481,DB00648,ACH-000696,-0.34
DB00481,DB00648,ACH-000706,0.51
DB00481,DB00648,ACH-000730,3.19
DB00481,DB00648,ACH-000768,1.56
DB00481,DB00648,ACH-000811,0.54
DB00481,DB00648,ACH-000825,-0.09
DB00481,DB00648,ACH-000861,0.55
DB00481,DB00648,ACH-000900,1.31
DB00481,DB00648,ACH-000969,-7.14
DB00481,DB00648,ACH-000971,-0.54
DB00481,DB00648,ACH-000997,-1.72
DB00481,DB00648,ACH-001151,-3.37
DB00481,DB00724,ACH-000001,-2.85
DB00481,DB00724,ACH-000002,-4.97
DB00481,DB00724,ACH-000019,-2.44
DB00481,DB00724,ACH-000046,-1.31
DB00481,DB00724,ACH-000090,2.84
DB00481,DB00724,ACH-000147,-9.25
DB00481,DB00724,ACH-000148,-0.75
DB00481,DB00724,ACH-000273,-5.57
DB00481,DB00724,ACH-000343,-12.86
DB00481,DB00724,ACH-000367,-1.9
DB00481,DB00724,ACH-000376,-4.37
DB00481,DB00724,ACH-000425,-3.94
DB00481,DB00724,ACH-000433,-39.77
DB00481,DB00724,ACH-000463,0.55
DB00481,DB00724,ACH-000477,-3.46
DB00481,DB00724,ACH-000504,-1.89
DB00481,DB00724,ACH-000551,-3.95
DB00481,DB00724,ACH-000552,-2.12
DB00481,DB00724,ACH-000555,-3.13
DB00481,DB00724,ACH-000579,-3.18
DB00481,DB00724,ACH-000615,-1.08
DB00481,DB00724,ACH-000617,-1.1
DB00481,DB00724,ACH-000649,0.48
DB00481,DB00724,ACH-000651,-7.79
DB00481,DB00724,ACH-000655,-5.11
DB00481,DB00724,ACH-000696,-7.35
DB00481,DB00724,ACH-000706,-3.55
DB00481,DB00724,ACH-000730,-7.25
DB00481,DB00724,ACH-000750,-2.37
DB00481,DB00724,ACH-000768,-11.45
DB00481,DB00724,ACH-000825,-6.18
DB00481,DB00724,ACH-000849,-1.88
DB00481,DB00724,ACH-000861,-6.99
DB00481,DB00724,ACH-000900,-8.46
DB00481,DB00724,ACH-000969,0.36
DB00481,DB00724,ACH-000971,-1.49
DB00481,DB00724,ACH-000997,-1.94
DB00481,DB00724,ACH-001151,-0.94
DB00481,DB00724,ACH-001190,-5.12
DB00481,DB00755,ACH-000001,-4.69
DB00481,DB00755,ACH-000019,1.58
DB00481,DB00755,ACH-000090,-2.47
DB00481,DB00755,ACH-000147,5.88
DB00481,DB00755,ACH-000148,-6.98
DB00481,DB00755,ACH-000232,-10.94
DB00481,DB00755,ACH-000273,-2.58
DB00481,DB00755,ACH-000288,-5.92
DB00481,DB00755,ACH-000343,-8.47
DB00481,DB00755,ACH-000367,-5.83
DB00481,DB00755,ACH-000376,-4.31
DB00481,DB00755,ACH-000428,-0.57
DB00481,DB00755,ACH-000433,-5.57
DB00481,DB00755,ACH-000463,-4.51
DB00481,DB00755,ACH-000477,-3.88
DB00481,DB00755,ACH-000504,-2.87
DB00481,DB00755,ACH-000552,-4.74
DB00481,DB00755,ACH-000555,-0.76
DB00481,DB00755,ACH-000579,-3.15
DB00481,DB00755,ACH-000615,1.88
DB00481,DB00755,ACH-000617,-8.78
DB00481,DB00755,ACH-000649,-3.57
DB00481,DB00755,ACH-000651,-5.32
DB00481,DB00755,ACH-000655,-10.07
DB00481,DB00755,ACH-000681,-5.72
DB00481,DB00755,ACH-000696,-1.89
DB00481,DB00755,ACH-000706,-2.06
DB00481,DB00755,ACH-000730,-6.63
DB00481,DB00755,ACH-000750,1.68
DB00481,DB00755,ACH-000768,-8.2
DB00481,DB00755,ACH-000811,2.73
DB00481,DB00755,ACH-000825,-0.1
DB00481,DB00755,ACH-000849,-2.08
DB00481,DB00755,ACH-000861,-5.57
DB00481,DB00755,ACH-000900,-5.36
DB00481,DB00755,ACH-000966,-5.14
DB00481,DB00755,ACH-000971,-0.1
DB00481,DB00755,ACH-000997,-4.23
DB00481,DB00755,ACH-001151,-2.14
DB00481,DB00773,ACH-000001,-6.55
DB00481,DB00773,ACH-000002,-12.04
DB00481,DB00773,ACH-000046,-18.14
DB00481,DB00773,ACH-000090,-1.53
DB00481,DB00773,ACH-000147,-4.52
DB00481,DB00773,ACH-000148,-2.94
DB00481,DB00773,ACH-000232,-4.76
DB00481,DB00773,ACH-000273,-5.38
DB00481,DB00773,ACH-000288,-8.6
DB00481,DB00773,ACH-000376,-3.46
DB00481,DB00773,ACH-000425,-4.6
DB00481,DB00773,ACH-000428,-1.07
DB00481,DB00773,ACH-000433,-4.89
DB00481,DB00773,ACH-000477,-3.72
DB00481,DB00773,ACH-000504,-1.37
DB00481,DB00773,ACH-000551,-3.62
DB00481,DB00773,ACH-000552,-16.29
DB00481,DB00773,ACH-000555,-3.15
DB00481,DB00773,ACH-000579,-3.92
DB00481,DB00773,ACH-000615,-5.96
DB00481,DB00773,ACH-000617,-1.47
DB00481,DB00773,ACH-000649,-3.03
DB00481,DB00773,ACH-000651,-9.55
DB00481,DB00773,ACH-000655,-15.71
DB00481,DB00773,ACH-000681,-10.97
DB00481,DB00773,ACH-000696,-6.26
DB00481,DB00773,ACH-000706,-3.01
DB00481,DB00773,ACH-000730,-13.14
DB00481,DB00773,ACH-000750,-4.09
DB00481,DB00773,ACH-000768,-7.84
DB00481,DB00773,ACH-000811,-6.7
DB00481,DB00773,ACH-000825,-15.14
DB00481,DB00773,ACH-000849,1.12
DB00481,DB00773,ACH-000861,-15.94
DB00481,DB00773,ACH-000900,-16.44
DB00481,DB00773,ACH-000966,-5.79
DB00481,DB00773,ACH-000969,-10.12
DB00481,DB00773,ACH-000971,-16.16
DB00481,DB00773,ACH-000997,-11.91
DB00481,DB00773,ACH-001151,-0.62
DB00481,DB00773,ACH-001190,-18.58
DB00481,DB00851,ACH-000001,-10.24
DB00481,DB00851,ACH-000002,-5.86
DB00481,DB00851,ACH-000019,-8.49
DB00481,DB00851,ACH-000046,-6.19
DB00481,DB00851,ACH-000090,-4.33
DB00481,DB00851,ACH-000147,-1.22
DB00481,DB00851,ACH-000148,-3.19
DB00481,DB00851,ACH-000232,-1.25
DB00481,DB00851,ACH-000273,-5.59
DB00481,DB00851,ACH-000288,-5.55
DB00481,DB00851,ACH-000343,-0.71
DB00481,DB00851,ACH-000367,-11.56
DB00481,DB00851,ACH-000376,-4.51
DB00481,DB00851,ACH-000425,-3.68
DB00481,DB00851,ACH-000428,-2.72
DB00481,DB00851,ACH-000433,-5.78
DB00481,DB00851,ACH-000463,-0.8
DB00481,DB00851,ACH-000477,-5.28
DB00481,DB00851,ACH-000504,-6.36
DB00481,DB00851,ACH-000551,12.74
DB00481,DB00851,ACH-000552,-4.73
DB00481,DB00851,ACH-000555,-8.46
DB00481,DB00851,ACH-000579,-5.78
DB00481,DB00851,ACH-000615,-7.36
DB00481,DB00851,ACH-000617,0.44
DB00481,DB00851,ACH-000649,-1.08
DB00481,DB00851,ACH-000651,-3.72
DB00481,DB00851,ACH-000655,-8.14
DB00481,DB00851,ACH-000681,-3.88
DB00481,DB00851,ACH-000696,-5.96
DB00481,DB00851,ACH-000706,-5.73
DB00481,DB00851,ACH-000730,-5.97
DB00481,DB00851,ACH-000750,0.5
DB00481,DB00851,ACH-000768,-2.51
DB00481,DB00851,ACH-000811,-4
DB00481,DB00851,ACH-000825,-10.7
DB00481,DB00851,ACH-000849,-3.73
DB00481,DB00851,ACH-000900,-11.08
DB00481,DB00851,ACH-000966,-2.55
DB00481,DB00851,ACH-000969,-3.8
DB00481,DB00851,ACH-000971,-6.73
DB00481,DB00851,ACH-000997,-1.38
DB00481,DB00851,ACH-001151,-2.22
DB00481,DB00851,ACH-001190,-2.63
DB00481,DB00877,ACH-000002,-15.77
DB00481,DB00877,ACH-000019,6.92
DB00481,DB00877,ACH-000090,-34.63
DB00481,DB00877,ACH-000147,6.3
DB00481,DB00877,ACH-000148,-6.33
DB00481,DB00877,ACH-000273,-12.88
DB00481,DB00877,ACH-000343,-23.69
DB00481,DB00877,ACH-000433,-19.23
DB00481,DB00877,ACH-000463,-24.06
DB00481,DB00877,ACH-000477,-14.24
DB00481,DB00877,ACH-000504,-7.48
DB00481,DB00877,ACH-000555,-4.24
DB00481,DB00877,ACH-000579,-31.91
DB00481,DB00877,ACH-000651,-8.29
DB00481,DB00877,ACH-000655,-12.44
DB00481,DB00877,ACH-000696,-13.01
DB00481,DB00877,ACH-000706,-21.01
DB00481,DB00877,ACH-000750,-5.8
DB00481,DB00877,ACH-000768,-14.36
DB00481,DB00877,ACH-000849,-25.62
DB00481,DB00877,ACH-000861,-11.85
DB00481,DB00947,ACH-000001,-0.55
DB00481,DB00947,ACH-000002,1.93
DB00481,DB00947,ACH-000019,-8.07
DB00481,DB00947,ACH-000090,2.9
DB00481,DB00947,ACH-000147,-4.41
DB00481,DB00947,ACH-000148,0.4
DB00481,DB00947,ACH-000232,0.21
DB00481,DB00947,ACH-000273,-3.92
DB00481,DB00947,ACH-000288,-0.94
DB00481,DB00947,ACH-000343,0.39
DB00481,DB00947,ACH-000367,-6.02
DB00481,DB00947,ACH-000376,2.14
DB00481,DB00947,ACH-000425,-0.03
DB00481,DB00947,ACH-000433,-0.53
DB00481,DB00947,ACH-000477,-4.14
DB00481,DB00947,ACH-000504,0.15
DB00481,DB00947,ACH-000551,-2.69
DB00481,DB00947,ACH-000552,-6.54
DB00481,DB00947,ACH-000555,-0.18
DB00481,DB00947,ACH-000579,-2.17
DB00481,DB00947,ACH-000615,0.27
DB00481,DB00947,ACH-000617,1.2
DB00481,DB00947,ACH-000651,4.26
DB00481,DB00947,ACH-000655,-2.02
DB00481,DB00947,ACH-000681,-1.48
DB00481,DB00947,ACH-000696,-2.74
DB00481,DB00947,ACH-000706,-0.17
DB00481,DB00947,ACH-000730,1.11
DB00481,DB00947,ACH-000750,3.27
DB00481,DB00947,ACH-000768,-5.9
DB00481,DB00947,ACH-000811,-3.26
DB00481,DB00947,ACH-000825,-0.97
DB00481,DB00947,ACH-000849,-0.61
DB00481,DB00947,ACH-000861,1.52
DB00481,DB00947,ACH-000900,-6.46
DB00481,DB00947,ACH-000966,-1.56
DB00481,DB00947,ACH-000969,-1.58
DB00481,DB00947,ACH-000971,-12.45
DB00481,DB00947,ACH-000997,-2.81
DB00481,DB00947,ACH-001151,-0.94
DB00481,DB00947,ACH-001190,0.64
DB00481,DB00970,ACH-000001,-45.55
DB00481,DB00970,ACH-000002,-25.66
DB00481,DB00970,ACH-000019,0.76
DB00481,DB00970,ACH-000046,-67.69
DB00481,DB00970,ACH-000147,-2.36
DB00481,DB00970,ACH-000148,-22.41
DB00481,DB00970,ACH-000232,-22.83
DB00481,DB00970,ACH-000273,-48.44
DB00481,DB00970,ACH-000288,-15.13
DB00481,DB00970,ACH-000343,-24.95
DB00481,DB00970,ACH-000367,-31.58
DB00481,DB00970,ACH-000376,-73.23
DB00481,DB00970,ACH-000425,-16.36
DB00481,DB00970,ACH-000428,-3.52
DB00481,DB00970,ACH-000433,-46.65
DB00481,DB00970,ACH-000463,-28.34
DB00481,DB00970,ACH-000477,-7.09
DB00481,DB00970,ACH-000504,-10.33
DB00481,DB00970,ACH-000551,-51.85
DB00481,DB00970,ACH-000552,-42.02
DB00481,DB00970,ACH-000555,-9.78
DB00481,DB00970,ACH-000579,-18.89
DB00481,DB00970,ACH-000615,-25.2
DB00481,DB00970,ACH-000617,-14.97
DB00481,DB00970,ACH-000649,-36.96
DB00481,DB00970,ACH-000651,-20.34
DB00481,DB00970,ACH-000655,-75.12
DB00481,DB00970,ACH-000681,-10.88
DB00481,DB00970,ACH-000696,-40.56
DB00481,DB00970,ACH-000706,-28.36
DB00481,DB00970,ACH-000730,-33.61
DB00481,DB00970,ACH-000750,-69.58
DB00481,DB00970,ACH-000768,-70.32
DB00481,DB00970,ACH-000811,-6.92
DB00481,DB00970,ACH-000825,-67.03
DB00481,DB00970,ACH-000861,-11.25
DB00481,DB00970,ACH-000900,-74.91
DB00481,DB00970,ACH-000966,-28.24
DB00481,DB00970,ACH-000969,-51.93
DB00481,DB00970,ACH-000971,-17.21
DB00481,DB00970,ACH-000997,-4.45
DB00481,DB00970,ACH-001151,-50.7
DB00481,DB00990,ACH-000001,-0.53
DB00481,DB00990,ACH-000002,0.88
DB00481,DB00990,ACH-000019,-2.34
DB00481,DB00990,ACH-000046,-1.75
DB00481,DB00990,ACH-000090,-7.48
DB00481,DB00990,ACH-000147,-4.27
DB00481,DB00990,ACH-000148,-5.9
DB00481,DB00990,ACH-000232,-2.71
DB00481,DB00990,ACH-000288,1.79
DB00481,DB00990,ACH-000343,-1.55
DB00481,DB00990,ACH-000367,-2.14
DB00481,DB00990,ACH-000376,-0.63
DB00481,DB00990,ACH-000425,-2.9
DB00481,DB00990,ACH-000428,-0.7
DB00481,DB00990,ACH-000433,-1.35
DB00481,DB00990,ACH-000463,-0.32
DB00481,DB00990,ACH-000477,-1.59
DB00481,DB00990,ACH-000504,-3.76
DB00481,DB00990,ACH-000551,-5.65
DB00481,DB00990,ACH-000552,-1.18
DB00481,DB00990,ACH-000555,-2.83
DB00481,DB00990,ACH-000579,1.53
DB00481,DB00990,ACH-000615,-2.04
DB00481,DB00990,ACH-000617,-0.51
DB00481,DB00990,ACH-000649,2.01
DB00481,DB00990,ACH-000651,-3.52
DB00481,DB00990,ACH-000655,-0.48
DB00481,DB00990,ACH-000681,-1.08
DB00481,DB00990,ACH-000696,1.95
DB00481,DB00990,ACH-000706,-0.16
DB00481,DB00990,ACH-000730,-2.38
DB00481,DB00990,ACH-000750,-5.4
DB00481,DB00990,ACH-000768,-0.17
DB00481,DB00990,ACH-000811,-3.08
DB00481,DB00990,ACH-000825,-3.19
DB00481,DB00990,ACH-000849,-2.24
DB00481,DB00990,ACH-000900,-3.58
DB00481,DB00990,ACH-000966,-5.35
DB00481,DB00990,ACH-000969,-5.03
DB00481,DB00990,ACH-000971,-2.17
DB00481,DB00990,ACH-000997,-3.12
DB00481,DB00990,ACH-001151,-0.14
DB00481,DB00990,ACH-001190,0.52
DB00481,DB01005,ACH-000001,-0.28
DB00481,DB01005,ACH-000002,-3.17
DB00481,DB01005,ACH-000019,-1.56
DB00481,DB01005,ACH-000046,3.07
DB00481,DB01005,ACH-000090,0.02
DB00481,DB01005,ACH-000147,-3.03
DB00481,DB01005,ACH-000148,-7.11
DB00481,DB01005,ACH-000232,-1.88
DB00481,DB01005,ACH-000273,1.23
DB00481,DB01005,ACH-000343,0.27
DB00481,DB01005,ACH-000367,-1.91
DB00481,DB01005,ACH-000376,-3.68
DB00481,DB01005,ACH-000425,-1.59
DB00481,DB01005,ACH-000428,0.53
DB00481,DB01005,ACH-000433,2.17
DB00481,DB01005,ACH-000463,-1.75
DB00481,DB01005,ACH-000477,1.54
DB00481,DB01005,ACH-000504,-1.65
DB00481,DB01005,ACH-000551,-13.03
DB00481,DB01005,ACH-000552,-2.99
DB00481,DB01005,ACH-000555,-0.78
DB00481,DB01005,ACH-000579,-0.95
DB00481,DB01005,ACH-000615,-3.17
DB00481,DB01005,ACH-000617,-2.26
DB00481,DB01005,ACH-000649,4.51
DB00481,DB01005,ACH-000651,-5.77
DB00481,DB01005,ACH-000655,-0.33
DB00481,DB01005,ACH-000696,1.7
DB00481,DB01005,ACH-000706,-2.09
DB00481,DB01005,ACH-000730,0.98
DB00481,DB01005,ACH-000750,-0.83
DB00481,DB01005,ACH-000768,4.51
DB00481,DB01005,ACH-000811,-44.48
DB00481,DB01005,ACH-000825,-4.54
DB00481,DB01005,ACH-000861,-0.83
DB00481,DB01005,ACH-000900,-7.25
DB00481,DB01005,ACH-000966,0.01
DB00481,DB01005,ACH-000969,-8.44
DB00481,DB01005,ACH-000971,-7.5
DB00481,DB01005,ACH-000997,-1.12
DB00481,DB01005,ACH-001151,-2.21
DB00481,DB01005,ACH-001190,0.33
DB00481,DB01006,ACH-000001,-0.09
DB00481,DB01006,ACH-000002,1.44
DB00481,DB01006,ACH-000019,3.77
DB00481,DB01006,ACH-000046,-3.59
DB00481,DB01006,ACH-000090,1.96
DB00481,DB01006,ACH-000147,3.2
DB00481,DB01006,ACH-000148,3.79
DB00481,DB01006,ACH-000273,-4.16
DB00481,DB01006,ACH-000288,0.89
DB00481,DB01006,ACH-000367,-0.12
DB00481,DB01006,ACH-000425,2.4
DB00481,DB01006,ACH-000428,0.27
DB00481,DB01006,ACH-000433,2.2
DB00481,DB01006,ACH-000477,-1.57
DB00481,DB01006,ACH-000504,-1.25
DB00481,DB01006,ACH-000551,4.53
DB00481,DB01006,ACH-000552,-2.5
DB00481,DB01006,ACH-000555,0.76
DB00481,DB01006,ACH-000579,-0.12
DB00481,DB01006,ACH-000615,2.98
DB00481,DB01006,ACH-000617,0.98
DB00481,DB01006,ACH-000649,1.22
DB00481,DB01006,ACH-000651,3.27
DB00481,DB01006,ACH-000655,-0.05
DB00481,DB01006,ACH-000681,-3.25
DB00481,DB01006,ACH-000696,-4
DB00481,DB01006,ACH-000706,2.7
DB00481,DB01006,ACH-000730,2.55
DB00481,DB01006,ACH-000768,-7.86
DB00481,DB01006,ACH-000811,-4.55
DB00481,DB01006,ACH-000825,-6.07
DB00481,DB01006,ACH-000849,3.78
DB00481,DB01006,ACH-000861,-3.42
DB00481,DB01006,ACH-000900,-4.51
DB00481,DB01006,ACH-000966,-4.82
DB00481,DB01006,ACH-000969,1.38
DB00481,DB01006,ACH-000971,-0.57
DB00481,DB01006,ACH-000997,-0.09
DB00481,DB01006,ACH-001151,-0.85
DB00481,DB01006,ACH-001190,-2.36
DB00481,DB01033,ACH-000001,-4.46
DB00481,DB01033,ACH-000002,-7.02
DB00481,DB01033,ACH-000019,-3.02
DB00481,DB01033,ACH-000046,-2.24
DB00481,DB01033,ACH-000090,-1.26
DB00481,DB01033,ACH-000147,-2.45
DB00481,DB01033,ACH-000148,-7.43
DB00481,DB01033,ACH-000232,0.85
DB00481,DB01033,ACH-000273,0.08
DB00481,DB01033,ACH-000288,-2.55
DB00481,DB01033,ACH-000343,-7.55
DB00481,DB01033,ACH-000367,-3.28
DB00481,DB01033,ACH-000376,-9.18
DB00481,DB01033,ACH-000425,-4.36
DB00481,DB01033,ACH-000428,-11.16
DB00481,DB01033,ACH-000433,0.34
DB00481,DB01033,ACH-000463,-3.99
DB00481,DB01033,ACH-000477,-3.05
DB00481,DB01033,ACH-000504,-1.32
DB00481,DB01033,ACH-000551,-12.17
DB00481,DB01033,ACH-000552,-8.36
DB00481,DB01033,ACH-000555,-8.42
DB00481,DB01033,ACH-000579,-1.14
DB00481,DB01033,ACH-000615,-5.73
DB00481,DB01033,ACH-000617,-5.58
DB00481,DB01033,ACH-000649,-6.79
DB00481,DB01033,ACH-000651,-1.48
DB00481,DB01033,ACH-000655,-6.57
DB00481,DB01033,ACH-000681,-3.7
DB00481,DB01033,ACH-000696,-5.03
DB00481,DB01033,ACH-000706,-3.32
DB00481,DB01033,ACH-000730,-6.69
DB00481,DB01033,ACH-000750,-1.08
DB00481,DB01033,ACH-000768,-0.12
DB00481,DB01033,ACH-000811,-18.36
DB00481,DB01033,ACH-000825,-3.32
DB00481,DB01033,ACH-000849,-1.48
DB00481,DB01033,ACH-000861,-10.57
DB00481,DB01033,ACH-000900,-5.8
DB00481,DB01033,ACH-000966,-9.57
DB00481,DB01033,ACH-000969,-10.67
DB00481,DB01033,ACH-000971,-6.91
DB00481,DB01033,ACH-000997,-1.46
DB00481,DB01033,ACH-001151,-1.92
DB00481,DB01033,ACH-001190,-4.47
DB00481,DB01041,ACH-000002,-4.21
DB00481,DB01041,ACH-000019,1.8
DB00481,DB01041,ACH-000046,-1.82
DB00481,DB01041,ACH-000090,5.78
DB00481,DB01041,ACH-000147,-1.23
DB00481,DB01041,ACH-000148,1.58
DB00481,DB01041,ACH-000232,-1.73
DB00481,DB01041,ACH-000273,-3.28
DB00481,DB01041,ACH-000288,-2.41
DB00481,DB01041,ACH-000343,4.28
DB00481,DB01041,ACH-000367,-0.97
DB00481,DB01041,ACH-000425,2.04
DB00481,DB01041,ACH-000428,2.34
DB00481,DB01041,ACH-000477,2.21
DB00481,DB01041,ACH-000504,-0.66
DB00481,DB01041,ACH-000551,-0.47
DB00481,DB01041,ACH-000552,0.61
DB00481,DB01041,ACH-000555,-6.84
DB00481,DB01041,ACH-000579,0.83
DB00481,DB01041,ACH-000615,3.68
DB00481,DB01041,ACH-000617,-0.89
DB00481,DB01041,ACH-000649,-0.1
DB00481,DB01041,ACH-000651,0.69
DB00481,DB01041,ACH-000655,-2.15
DB00481,DB01041,ACH-000696,2.02
DB00481,DB01041,ACH-000706,-1.11
DB00481,DB01041,ACH-000730,-0.06
DB00481,DB01041,ACH-000750,0.96
DB00481,DB01041,ACH-000768,1.54
DB00481,DB01041,ACH-000811,5.76
DB00481,DB01041,ACH-000825,0.24
DB00481,DB01041,ACH-000849,1.27
DB00481,DB01041,ACH-000861,-6.06
DB00481,DB01041,ACH-000900,2.29
DB00481,DB01041,ACH-000966,4.52
DB00481,DB01041,ACH-000969,-0.18
DB00481,DB01041,ACH-000997,2.17
DB00481,DB01041,ACH-001151,1.58
DB00481,DB01041,ACH-001190,-3.89
DB00481,DB01143,ACH-000001,0.47
DB00481,DB01143,ACH-000002,-1.79
DB00481,DB01143,ACH-000019,-0.56
DB00481,DB01143,ACH-000046,1.86
DB00481,DB01143,ACH-000090,-0.8
DB00481,DB01143,ACH-000147,5.54
DB00481,DB01143,ACH-000148,-1.47
DB00481,DB01143,ACH-000232,1.02
DB00481,DB01143,ACH-000273,-2.57
DB00481,DB01143,ACH-000288,5.68
DB00481,DB01143,ACH-000343,-11.46
DB00481,DB01143,ACH-000367,-5.06
DB00481,DB01143,ACH-000376,-4.11
DB00481,DB01143,ACH-000425,-1.27
DB00481,DB01143,ACH-000428,1.88
DB00481,DB01143,ACH-000477,-1.96
DB00481,DB01143,ACH-000504,-2.03
DB00481,DB01143,ACH-000551,4.61
DB00481,DB01143,ACH-000552,0.66
DB00481,DB01143,ACH-000555,-0.1
DB00481,DB01143,ACH-000579,0.36
DB00481,DB01143,ACH-000615,1.8
DB00481,DB01143,ACH-000617,-2.37
DB00481,DB01143,ACH-000649,7.22
DB00481,DB01143,ACH-000651,5.32
DB00481,DB01143,ACH-000655,8.25
DB00481,DB01143,ACH-000681,-1.89
DB00481,DB01143,ACH-000696,-2.27
DB00481,DB01143,ACH-000706,-3.95
DB00481,DB01143,ACH-000730,-3.85
DB00481,DB01143,ACH-000750,-2.75
DB00481,DB01143,ACH-000768,-1.17
DB00481,DB01143,ACH-000811,2.61
DB00481,DB01143,ACH-000825,-1
DB00481,DB01143,ACH-000849,3.01
DB00481,DB01143,ACH-000861,-3.24
DB00481,DB01143,ACH-000900,-0.1
DB00481,DB01143,ACH-000966,2.28
DB00481,DB01143,ACH-000969,-1.57
DB00481,DB01143,ACH-000997,-2.89
DB00481,DB01143,ACH-001151,-2.73
DB00481,DB01143,ACH-001190,2.46
DB00481,DB01177,ACH-000019,10.09
DB00481,DB01177,ACH-000090,0.18
DB00481,DB01177,ACH-000147,5.79
DB00481,DB01177,ACH-000148,3.4
DB00481,DB01177,ACH-000273,2.78
DB00481,DB01177,ACH-000343,0.57
DB00481,DB01177,ACH-000425,-1.39
DB00481,DB01177,ACH-000428,1.54
DB00481,DB01177,ACH-000477,2.93
DB00481,DB01177,ACH-000504,1.12
DB00481,DB01177,ACH-000551,-3.98
DB00481,DB01177,ACH-000555,2.78
DB00481,DB01177,ACH-000615,0.72
DB00481,DB01177,ACH-000617,-1.82
DB00481,DB01177,ACH-000681,-4.11
DB00481,DB01177,ACH-000696,0.72
DB00481,DB01177,ACH-000750,-3.68
DB00481,DB01177,ACH-000768,-0.17
DB00481,DB01177,ACH-000811,0.16
DB00481,DB01177,ACH-000825,7.62
DB00481,DB01177,ACH-000849,-0.52
DB00481,DB01177,ACH-000966,-0.12
DB00481,DB01177,ACH-000997,-1.11
DB00481,DB01177,ACH-001151,1.73
DB00481,DB01177,ACH-001190,-1.28
DB00481,DB01181,ACH-000001,-6.66
DB00481,DB01181,ACH-000002,1.76
DB00481,DB01181,ACH-000019,-13.35
DB00481,DB01181,ACH-000046,-6.92
DB00481,DB01181,ACH-000090,-2.63
DB00481,DB01181,ACH-000147,2.74
DB00481,DB01181,ACH-000148,-3.78
DB00481,DB01181,ACH-000232,-3.82
DB00481,DB01181,ACH-000273,-2.99
DB00481,DB01181,ACH-000288,-2.6
DB00481,DB01181,ACH-000343,-6.04
DB00481,DB01181,ACH-000367,-4.78
DB00481,DB01181,ACH-000376,1.12
DB00481,DB01181,ACH-000425,-3.13
DB00481,DB01181,ACH-000428,2.63
DB00481,DB01181,ACH-000433,-0.23
DB00481,DB01181,ACH-000463,-1.61
DB00481,DB01181,ACH-000477,-2.76
DB00481,DB01181,ACH-000504,-5.33
DB00481,DB01181,ACH-000551,-5.76
DB00481,DB01181,ACH-000552,-3.98
DB00481,DB01181,ACH-000555,-10.67
DB00481,DB01181,ACH-000579,-4.19
DB00481,DB01181,ACH-000615,-2.81
DB00481,DB01181,ACH-000617,-7.78
DB00481,DB01181,ACH-000649,-1.44
DB00481,DB01181,ACH-000651,-8.55
DB00481,DB01181,ACH-000655,-7.02
DB00481,DB01181,ACH-000681,-3.98
DB00481,DB01181,ACH-000696,-2.37
DB00481,DB01181,ACH-000706,-0.86
DB00481,DB01181,ACH-000730,-6.99
DB00481,DB01181,ACH-000768,0.43
DB00481,DB01181,ACH-000811,-1.19
DB00481,DB01181,ACH-000825,-5.88
DB00481,DB01181,ACH-000849,-1.74
