drugbank_id,drug_name,drug_FDA,atc_code
DB08607,"(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE",experimental,
DB08608,"4-({(2R,5S)-2,5-DIMETHYL-4-[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]PIPERAZIN-1-YL}CARBONYL)BENZONITRILE",experimental,
DB08609,"(2R)-N-{4-[Ethyl(phenyl)sulfamoyl]-2-methylphenyl}-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide",experimental,
DB08610,N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE,experimental,
DB08611,"2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL",experimental,
DB08612,"1,1,1-TRIFLUORO-3-(OCTYLTHIO)ACETONE",experimental,
DB08613,"2,2,2-TRIFLUORO-1-{5-[(3-PHENYL-5,6-DIHYDROIMIDAZO[1,2-A]PYRAZIN-7(8H)-YL)CARBONYL]THIOPHEN-2-YL}ETHANE-1,1-DIOL",experimental,
DB08614,"3-[[(METHYLAMINO)SULFONYL]AMINO]-2-OXO-6-PHENYL-N-[3,3,3-TRIFLUORO-1-(1-METHYLETHYL)-2-OXOPHENYL]-1(2H)-PYRIDINE ACETAMIDE",experimental,
DB08615,"2-[4-(DIMETHYLAMINO)PHENYL]-6-HYDROXY-3-METHYL-1,3-BENZOTHIAZOL-3-IUM",experimental,
DB08617,"4-(2,2,2-TRIFLUOROETHYL)-L-PHENYLALANINE",experimental,
DB08618,3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER,experimental,
DB08619,Testosterone succinate,experimental,
DB08620,Thiacloprid,experimental,
DB08621,Thiamphenicol,experimental,J01BA02
DB08621,Thiamphenicol,experimental,J01BA52
DB08622,"4-(4-CHLORO-PHENYL)-1-{3-[2-(4-FLUORO-PHENYL)-[1,3]DITHIOLAN-2-YL]-PROPYL}-PIPERIDIN-4-OL",experimental,
DB08623,"2-[CARBOXY-(2-THIOPHEN-2-YL-ACETYLAMINO)-METHYL]-5-METHYLENE-5,6-DIHYDRO-2H-[1,3]THIAZINE-4-CARBOXYLIC ACID",experimental,
DB08624,"1-[(4S)-4-amino-5-(1,3-benzothiazol-2-yl)-5-oxopentyl]guanidine",experimental,
DB08626,Thiorphan,experimental,
DB08627,"(5R)-4-HYDROXY-3,5-DIMETHYL-5-[(1E,3E)-2-METHYLPENTA-1,3-DIENYL]THIOPHEN-2(5H)-ONE",experimental,
DB08628,"(5R)-5-[(1E)-BUTA-1,3-DIENYL]-4-HYDROXY-3,5-DIMETHYLTHIOPHEN-2(5H)-ONE",experimental,
DB08629,"N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE",experimental,
DB08631,"N-(4-CHLOROPHENYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE",experimental,
DB08632,Trimesic acid,experimental,
DB08633,TNP-470,investigational,
DB08634,6-BENZYL-1-BENZYLOXYMETHYL-5-ISOPROPYL URACIL,experimental,
DB08635,N-(TRANS-4'-NITRO-4-STILBENYL)-N-METHYL-5-AMINO-PENTANOIC ACID,experimental,
DB08636,2-Hydroxybenzalpyruvate,experimental,
DB08637,4-(2-METHOXYPHENYL)-2-OXOBUT-3-ENOIC ACID,experimental,
DB08638,1-hydroperoxy-L-tryptophan,experimental,
DB08639,Dapivirine,investigational,G01AX17
DB08640,"(2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID",experimental,
DB08641,"(2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID",experimental,
DB08642,"(2R,6S)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine",experimental,
DB08643,2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER,experimental,
DB08644,{1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC ACID TERT-BUTYL ESTER,experimental,
DB08645,"6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE",experimental,
DB08646,TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL,experimental,
DB08647,Trazeolide,experimental,
DB08648,"8-Hydroxy-2-oxa-bicyclo[3.3.1]non-6-ene-3,5-dicarboxylic acid",experimental,
DB08649,(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL,experimental,
DB08651,3'-THIO-THYMIDINE-5'-PHOSPHATE,experimental,
DB08652,Indoleacetamide,experimental,
DB08653,Tryptamine,experimental,
DB08654,"TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL",experimental,
DB08655,"9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE",experimental,
DB08656,5-amino-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide,experimental,
DB08657,2-(4-(2-((3-(5-(PYRIDIN-2-YLTHIO)THIAZOL-2-YL)UREIDO)METHYL)-1H-IMIDAZOL-4-YL)PHENOXY)ACETIC ACID,experimental,
DB08658,Ethyl hydrogen diethylamidophosphate,experimental,
DB08659,2-(hydrazinocarbonyl)-3-phenyl-1H-indole-5-sulfonamide,experimental,
DB08660,Quinalizarin,experimental,
DB08661,"1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione",experimental,
DB08662,3-[1-(4-BROMO-PHENYL)-2-METHYL-PROPYL]-4-HYDROXY-CHROMEN-2-ONE,experimental,
DB08663,4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE,experimental,
DB08664,({3-[1-(4-Hydroxy-2-oxo-2H-chromen-3-yl)-propyl]-phenylcarbamoyl}-methyl)-carbamic acid tert-butyl ester,experimental,
DB08665,"6,11-DIHYDRO-11-ETHYL-6-METHYL-9-NITRO-5H-PYRIDO[2,3-B][1,5]BENZODIAZEPIN-5-ONE",experimental,
DB08666,5-imino-4-(3-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine,experimental,
DB08667,4-(4-fluoro-phenylazo)-5-imino-5H-pyrazol-3-ylamine,experimental,
DB08668,3-(5-Amino-3-imino-3H-pyrazol-4-ylazo)-benzoic acid,experimental,
DB08669,"METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-METHYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE",experimental,
DB08670,"METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-ISOPROPYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE",experimental,
DB08671,5-Imino-4-(2-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine,experimental,
DB08672,4-[(3R)-3-{[2-(4-FLUOROPHENYL)-2-OXOETHYL]AMINO}BUTYL]BENZAMIDE,experimental,
DB08673,"4-[(5-ISOPROPYL-1,3-THIAZOL-2-YL)AMINO]BENZENESULFONAMIDE",experimental,
DB08674,"(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE",experimental,
DB08675,"(5Z)-7-{(1R,4S,5R,6R)-6-[(1E)-1-Octen-1-yl]-2,3-diazabicyclo[2.2.1]hept-2-en-5-yl}-5-heptenoic acid",experimental,
DB08676,"(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE",experimental,
DB08677,N-(5-Isopropyl-thiazol-2-YL)-2-pyridin-3-YL-acetamide,experimental,
DB08678,(4-ETHYLPHENYL)SULFAMIC ACID,experimental,
DB08680,N-{3-[(E)-(tert-butoxyimino)methyl]-4-chlorophenyl}-2-methylfuran-3-carbimidothioic acid,experimental,
DB08681,1-METHYL ETHYL 2-CHLORO-5-[[[(1-METHYLETHOXY)THIOOXO]METHYL]AMINO]-BENZOATE,experimental,
DB08682,"1-METHYL ETHYL 1-CHLORO-5-[[(5,6DIHYDRO-2-METHYL-1,4-OXATHIIN-3-YL)CARBONYL]AMINO]BENZOATE",experimental,
DB08683,"REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE",experimental,
DB08684,O-Decyl Hydrogen Thiocarbonate,experimental,
DB08685,"1-(1,4-dimethyl-1,2,3,4-tetrahydroquinoxalin-6-yl)methanamine",experimental,
DB08686,"5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE",experimental,
DB08687,FG-2216,investigational,
DB08688,2-Undecanone,experimental,
DB08689,Ubiquinone Q1,experimental,
DB08690,Ubiquinone Q2,experimental,
DB08691,"ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate",experimental,
DB08692,D-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,experimental,
DB08693,L-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,experimental,
DB08694,Variolin B,experimental,
DB08695,3-(4-nitrophenyl)-1H-pyrazole,experimental,
DB08697,"4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",experimental,
DB08698,"1-[(3S)-5-PHENYL-3-THIOPHEN-2-YL-3H-1,4-BENZODIAZEPIN-2-YL]AZETIDIN-3-OL",experimental,
DB08699,"1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",experimental,
DB08701,"2-(3-BROMOPHENYL)-6-[(2-HYDROXYETHYL)AMINO]-1H-BENZO[DE]ISOQUINOLINE-1,3(2H)-DIONE",experimental,
DB08702,"2,5-DIPHENYLFURAN-3,4-DICARBOXYLIC ACID",experimental,
DB08703,"12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one",experimental,
DB08704,"[[(3R,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-(pentanoylamino)oxan-2-ylidene]amino] N-phenylcarbamate",experimental,
DB08705,"6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE",experimental,
DB08706,"(2S)-({(5Z)-5-[(5-Ethyl-2-furyl)methylene]-4-oxo-4,5-dihydro-1,3-thiazol-2-yl}amino)(4-fluorophenyl)acetic acid",experimental,
DB08707,"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine",experimental,
DB08708,"N-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine",experimental,
DB08709,"2,3-diphenyl-1H-indole-7-carboxylic acid",experimental,
DB08710,"(5Z)-5-[(5-ethylfuran-2-yl)methylidene]-2-[[(S)-(4-fluorophenyl)-(2H-tetrazol-5-yl)methyl]amino]-1,3-thiazol-4-one",experimental,
DB08711,Methyl vanillate,experimental,
DB08712,11-[(MERCAPTOCARBONYL)OXY]UNDECANOIC ACID,experimental,
DB08713,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2N-METHYL-2H-TETRAZOL-5-YL]-PHENOL",experimental,
DB08714,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[4-METHYL-2H-TETRAZOL-2-YL]-PHENOL",experimental,
DB08715,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2-METHYL-4-ISOXAZOLYL]-PHENOL",experimental,
DB08717,"[(2S)-4-methyl-3-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-2-yl]acetic acid",experimental,
DB08718,"4-(3-ethylthiophen-2-yl)benzene-1,2-diol",experimental,
DB08719,"5-(5-(6-CHLORO-4-(4,5-DIHYDRO-2-OXAZOLYL)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE",experimental,
DB08720,"5-(5-(4-(4,5-dihydro-2-oxazoly)phenoxy)pentyl)-3-methyl osoxazole",experimental,
DB08721,"5-(5-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-(hydroxyethyl oxymethyleneoxymethyl) isoxazole",experimental,
DB08722,5-(7-(6-chloro-4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole,experimental,
DB08723,WIN-54954,experimental,
DB08724,5-(5-(4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)pentyl)-3-methyl isoxazole,experimental,
DB08725,"(S)-5-(7-(4-(4-Ethyl-4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole",experimental,
DB08726,"5-(7-(4-(4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole",experimental,
DB08727,"3-Methyl-5-(7-{4-[(4R)-4-methyl-4,5-dihydro-1,3-oxazol-2-yl]phenoxy}heptyl)-1,2-oxazole",experimental,
DB08728,"5-(3-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)propyl)-3-methyl isoxazole",experimental,
DB08729,"5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide",experimental,
DB08730,3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE,experimental,
DB08731,"2-[(1R)-2-carboxy-1-(naphthalen-1-ylmethyl)ethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid",experimental,
DB08732,NALPHA-[(BENZYLOXY)CARBONYL]-N-[(1R)-4-HYDROXY-1-METHYL-2-OXOBUTYL]-L-PHENYLALANINAMIDE,experimental,
DB08733,"(2R,3R)-N^1^-[(1S)-2,2-DIMETHYL-1-(METHYLCARBAMOYL)PROPYL]-N^4^-HYDROXY-2-(2-METHYLPROPYL)-3-{[(1,3-THIAZOL-2-YLCARBONYL)AMINO]METHYL}BUTANEDIAMIDE",experimental,
DB08734,"6,6-DIMETHYL-1-[3-(2,4,5-TRICHLOROPHENOXY)PROPOXY]-1,6-DIHYDRO-1,3,5-TRIAZINE-2,4-DIAMINE",experimental,
DB08735,"R,S-Warfarin alcohol",experimental,
DB08736,"S,R-Warfarin alcohol",experimental,
DB08737,"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-9-OL",experimental,
DB08738,1-{3-oxo-3-[(2S)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1H)-one,experimental,
DB08739,"2-{3-[(2S)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2H)-dione",experimental,
DB08740,"CYCLOHEXYLMETHYL-2,3-DIHYDROXY-5-METHYL-HEXYLAMIDE",experimental,
DB08741,"5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-2H-chromen-5-yl]methyl]pyrimidine-2,4-diamine",experimental,
DB08742,"1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)",experimental,
DB08743,"2-({8-[(3R)-3-AMINOPIPERIDIN-1-YL]-1,3-DIMETHYL-2,6-DIOXO-1,2,3,6-TETRAHYDRO-7H-PURIN-7-YL}METHYL)BENZONITRILE",experimental,
DB08744,Casimiroin,experimental,
DB08745,4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE,experimental,
DB08746,1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE,experimental,
DB08747,"(11R)-10-acetyl-11-(2,4-dichlorophenyl)-6-hydroxy-3,3-dimethyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one",experimental,
DB08748,4-(Dimethylamino)benzoic acid,experimental,
DB08749,3-(2-AMINO-6-BENZOYLQUINAZOLIN-3(4H)-YL)-N-CYCLOHEXYL-N-METHYLPROPANAMIDE,experimental,
DB08750,"1-[4-(AMINOMETHYL)BENZOYL]-5'-FLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLIN]-4'-AMINE",experimental,
DB08751,"N,N'-DIMETHYL-N-(ACETYL)-N'-(7-NITROBENZ-2-OXA-1,3-DIAZOL-4-YL)ETHYLENEDIAMINE",experimental,
DB08752,N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,experimental,
DB08753,"4-{(1E)-3-OXO-3-[(2-PHENYLETHYL)AMINO]PROP-1-EN-1-YL}-1,2-PHENYLENE DIACETATE",experimental,
DB08754,N-Caffeoyltyramine,experimental,
DB08755,N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,experimental,
DB08756,Y-27632,experimental,
DB08757,5-(2-chlorophenyl)furan-2-carbohydrazide,experimental,
DB08758,"IMIDAZO[2,1-A]ISOQUINOLINE-2-CARBOHYDRAZIDE",experimental,
DB08759,"[(3R,4S,5S,7R)-4,8-DIHYDROXY-3,5,7-TRIMETHYL-2-OXOOCTYL]PHOSPHONIC ACID",experimental,
DB08760,(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid,experimental,
DB08761,"(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione",experimental,
DB08762,O-(((1R)-((N-PHENYLMETHOXYCARBONYL-L-ALANYL)AMINO)ETHYL)HYDROXYPHOSPHONO)-L-BENZYLACETIC ACID,experimental,
DB08763,[N-(BENZYLOXYCARBONYL)AMINO](4-AMIDINOPHENYL)METHANE-PHOSPHONATE,experimental,
DB08765,"6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE",experimental,
DB08766,Zofenoprilat,experimental,
DB08767,2-(4-METHOXYPHENYL)ACETAMIDE,experimental,
DB08768,N(6)-dimethylallyladenine,experimental,
DB08770,"4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol",experimental,
DB08771,"(5R)-2-[(2-Fluorophenyl)amino]-5-isopropyl-1,3-thiazol-4(5H)-one",experimental,
DB08772,Zopolrestat,experimental,
DB08773,2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol,experimental,
DB08774,"1-[(2S)-4-(5-phenyl-1H-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine",experimental,
DB08775,Benzoyl-tyrosine-alanine-fluoro-methyl ketone,experimental,
DB08776,"N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE",experimental,
DB08777,"5,6,7,8-TETRAHYDRO[1]BENZOTHIENO[2,3-D]PYRIMIDIN-4(3H)-ONE",experimental,
DB08778,"[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone",experimental,
DB08779,2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1H-imidazol-4-ol,experimental,
DB08780,6-MORPHOLIN-4-YL-9H-PURINE,experimental,
DB08781,"1-[(2S)-4-(5-BROMO-1H-PYRAZOLO[3,4-B]PYRIDIN-4-YL)MORPHOLIN-2-YL]METHANAMINE",experimental,
DB08782,4-(2-AMINOETHYL)BENZENESULFONAMIDE,experimental,
DB08783,(4-{(2S)-2-[(tert-butoxycarbonyl)amino]-3-methoxy-3-oxopropyl}phenyl)methaneseleninic acid,experimental,
DB08784,2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID,experimental,
DB08785,4-Methylcoumarin,experimental,
DB08786,4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine,experimental,
DB08787,"4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine",experimental,
DB08788,"3,6-DIAMINO-5-CYANO-4-(4-ETHOXYPHENYL)THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDE",experimental,
DB08789,"2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE",experimental,
DB08790,1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID,experimental,
DB08791,"1-[(2-NITROPHENYL)SULFONYL]-1H-PYRROLO[3,2-B]PYRIDINE-6-CARBOXAMIDE",experimental,
DB08792,Diloxanide,experimental,P01AB52
DB08792,Diloxanide,experimental,P01AC01
DB08794,Ethyl biscoumacetate,withdrawn,B01AA08
DB08795,Azidocillin,experimental,J01CE04
DB08796,Pipazethate,experimental,R05DB11
DB08797,Salicylamide,approved,N02BA75
DB08797,Salicylamide,approved,N02BA55
DB08797,Salicylamide,approved,N02BA05
DB08798,Sulfamoxole,experimental,J01EE04
DB08798,Sulfamoxole,experimental,J01EC03
DB08799,Antazoline,approved,R06AX05
DB08799,Antazoline,approved,R01AC04
DB08800,Chloropyramine,experimental,D04AA09
DB08800,Chloropyramine,experimental,R06AC53
DB08800,Chloropyramine,experimental,R06AC03
DB08801,Dimetindene,approved,R06AB03
DB08801,Dimetindene,approved,D04AA13
DB08802,Isothipendyl,experimental,R06AD09
DB08802,Isothipendyl,experimental,D04AA22
DB08803,Tymazoline,experimental,R01AA13
DB08804,Nandrolone decanoate,approved,
DB08805,Metiamide,experimental,
DB08806,Roxatidine acetate,experimental,A02BA06
DB08807,Bopindolol,experimental,C07AA17
DB08807,Bopindolol,experimental,C07CA17
DB08808,Bupranolol,experimental,C07AA19
DB08809,Dichloroacetic acid,approved,
DB08810,Cinitapride,investigational,A03FA08
DB08811,Tofisopam,experimental,N05BA23
DB08813,Nadroparin,approved,B01AB06
DB08814,Triflusal,approved,B01AC18
DB08815,Lurasidone,approved,N05AE05
DB08816,Ticagrelor,approved,B01AC24
DB08818,Hyaluronic acid,approved,S01KA51
DB08818,Hyaluronic acid,approved,S01KA01
DB08818,Hyaluronic acid,approved,D03AX05
DB08818,Hyaluronic acid,approved,M09AX01
DB08818,Hyaluronic acid,approved,R01AX09
DB08819,Tafluprost,approved,S01EE05
DB08820,Ivacaftor,approved,R07AX32
DB08820,Ivacaftor,approved,R07AX31
DB08820,Ivacaftor,approved,R07AX02
DB08820,Ivacaftor,approved,R07AX30
DB08822,Azilsartan medoxomil,approved,C09CA09
DB08822,Azilsartan medoxomil,approved,C09DA09
DB08823,Spinosad,approved,
DB08824,Ioflupane I-123,approved,V09AB03
DB08826,Deferiprone,approved,V03AC02
DB08827,Lomitapide,approved,C10AX12
DB08828,Vismodegib,approved,L01XJ01
DB08830,Dehydroascorbic acid,experimental,
DB08831,2-deoxyglucose,experimental,
DB08833,Taurochenodeoxycholic acid,experimental,
DB08834,Tauroursodeoxycholic acid,approved,
DB08835,Spaglumic acid,experimental,R01AC05
DB08835,Spaglumic acid,experimental,S01GX03
DB08836,Temocapril,experimental,C09AA14
DB08837,Tetraethylammonium,experimental,
DB08838,Agmatine,experimental,
DB08839,Serotonin,investigational,
DB08840,N-methylnicotinamide,experimental,A05AB01
DB08841,Tyramine,investigational,
DB08842,Acetylcarnitine,approved,N06BX12
DB08843,GS 0573,investigational,
DB08844,Uric acid,investigational,
DB08845,Oxogluric acid,experimental,
DB08846,Ellagic acid,investigational,
DB08847,Hydroxyproline,experimental,
DB08848,Guvacine,experimental,
DB08849,Nipecotic acid,experimental,
DB08855,Leukotriene C4,experimental,
DB08856,DADLE,experimental,
DB08857,Bamet-UD2,experimental,
DB08858,cis-Diamminechlorocholylglycinateplatinum(II),experimental,
DB08860,Pitavastatin,approved,C10AA08
DB08861,DPDPE,experimental,
DB08862,Cholecystokinin,approved,V04CK02
DB08864,Rilpivirine,approved,J05AR19
DB08864,Rilpivirine,approved,J05AR21
DB08864,Rilpivirine,approved,J05AR08
DB08864,Rilpivirine,approved,J05AG05
DB08865,Crizotinib,approved,L01ED01
DB08867,Ulipristal,approved,G03AD02
DB08867,Ulipristal,approved,G03XB02
DB08868,Fingolimod,approved,L04AA27
DB08869,Tesamorelin,approved,H01AC06
DB08870,Brentuximab vedotin,approved,L01FX05
DB08871,Eribulin,approved,L01XX41
DB08872,Gabapentin enacarbil,approved,
DB08873,Boceprevir,approved,J05AP03
DB08874,Fidaxomicin,approved,A07AA12
DB08875,Cabozantinib,approved,L01EX07
DB08876,Taliglucerase alfa,approved,A16AB11
DB08877,Ruxolitinib,approved,D11AH09
DB08877,Ruxolitinib,approved,L01EJ01
DB08878,Aminopterin,investigational,
DB08879,Belimumab,approved,L04AA26
DB08880,Teriflunomide,approved,L04AA31
DB08881,Vemurafenib,approved,G01AE10
DB08881,Vemurafenib,approved,L01EC01
DB08882,Linagliptin,approved,A10BH05
DB08882,Linagliptin,approved,A10BD19
DB08882,Linagliptin,approved,A10BD11
DB08882,Linagliptin,approved,A10BD27
DB08883,Perampanel,approved,N03AX22
DB08884,Gadoxetic acid,approved,V08CA10
DB08885,Aflibercept,approved,S01LA05
DB08885,Aflibercept,approved,L01XX44
DB08886,Asparaginase Erwinia chrysanthemi,approved,
DB08887,Icosapent ethyl,approved,
DB08888,Ocriplasmin,approved,S01XA22
DB08889,Carfilzomib,approved,L01XG02
DB08890,Linaclotide,approved,A06AX04
DB08891,Arbaclofen,investigational,
DB08892,Arbaclofen Placarbil,investigational,
DB08893,Mirabegron,approved,G04BD12
DB08894,Peginesatide,approved,B03XA04
DB08895,Tofacitinib,approved,L04AA29
DB08896,Regorafenib,approved,L01EX05
DB08897,Aclidinium,approved,R03BB05
DB08897,Aclidinium,approved,R03AL05
DB08898,Glucarpidase,approved,V03AF09
DB08899,Enzalutamide,approved,L02BB04
DB08900,Teduglutide,approved,A16AX08
DB08901,Ponatinib,approved,L01EA05
DB08902,Raxibacumab,approved,J06BC02
DB08903,Bedaquiline,approved,J04AK05
DB08904,Certolizumab pegol,approved,L04AB05
DB08905,Formestane,approved,L02BG02
DB08906,Fluticasone furoate,approved,R03AL08
DB08906,Fluticasone furoate,approved,R01AD12
