drugbank_id,drug_name,type,drug_FDA,uniprot_id,target_name,gene_name
DB06961,"5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide",small molecule,experimental,P07900,Heat shock protein HSP 90-alpha,HSP90AA1
DB06962,JNJ-27390467,small molecule,experimental,P20231,Tryptase beta-2,TPSB2
DB06963,"3-[3-(3-methyl-6-{[(1S)-1-phenylethyl]amino}-1H-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide",small molecule,experimental,P53350,Serine/threonine-protein kinase PLK1,PLK1
DB06964,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE",small molecule,experimental,P07900,Heat shock protein HSP 90-alpha,HSP90AA1
DB06967,"6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE",small molecule,experimental,P00797,Renin,REN
DB06969,"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide",small molecule,experimental,P07900,Heat shock protein HSP 90-alpha,HSP90AA1
DB06971,"N-{2-[(4'-CYANO-1,1'-BIPHENYL-4-YL)OXY]ETHYL}-N'-HYDROXY-N-METHYLUREA",small molecule,experimental,P22894,Neutrophil collagenase,MMP8
DB06972,"7A-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7A-tetrahydro-1H-pyrrolo[1,2-A]pyrrole-7-carbonitrile",small molecule,experimental,P20701,Integrin alpha-L,ITGAL
DB06973,Bisphenol A,small molecule,experimental,P62508,Estrogen-related receptor gamma,ESRRG
DB06976,"1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA",small molecule,experimental,P24941,Cyclin-dependent kinase 2,CDK2
DB06977,(2S)-1-{[5-(1H-Indazol-5-yl)-3-pyridinyl]oxy}-3-(7aH-indol-3-yl)-2-propanamine,small molecule,experimental,P17612,cAMP-dependent protein kinase catalytic subunit alpha,PRKACA
DB06979,"5-(dodecylthio)-1H-1,2,3-triazole-4-carboxylic acid",small molecule,experimental,Q9UJM8,Hydroxyacid oxidase 1,HAO1
DB06980,(2S)-2-(1H-indol-3-yl)hexanoic acid,small molecule,experimental,P63208,S-phase kinase-associated protein 1,SKP1
DB06981,(2S)-2-(1H-indol-3-yl)pentanoic acid,small molecule,experimental,P63208,S-phase kinase-associated protein 1,SKP1
DB06982,(2S)-8-[(tert-butoxycarbonyl)amino]-2-(1H-indol-3-yl)octanoic acid,small molecule,experimental,P63208,S-phase kinase-associated protein 1,SKP1
DB06983,"(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol",small molecule,experimental,P24941,Cyclin-dependent kinase 2,CDK2
DB06984,"(1R,2R,3R,4S,5R)-4-(Benzylamino)-5-(methylthio)cyclopentane-1,2,3-triol",small molecule,experimental,Q16706,Alpha-mannosidase 2,MAN2A1
DB06986,"2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",small molecule,experimental,P11217,"Glycogen phosphorylase, muscle form",PYGM
DB06987,(R)-Atenolol,small molecule,experimental,P02788,Lactotransferrin,LTF
DB06987,(R)-Atenolol,small molecule,experimental,Q9NZK7,Group IIE secretory phospholipase A2,PLA2G2E
DB06989,{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID,small molecule,experimental,P23467,Receptor-type tyrosine-protein phosphatase beta,PTPRB
DB06990,"4-[(1E,7E)-8-(2,6-DIOXO-1,2,3,6-TETRAHYDROPYRIMIDIN-4-YL)-3,6-DIOXA-2,7-DIAZAOCTA-1,7-DIEN-1-YL]BENZOIC ACID",small molecule,experimental,P13051,Uracil-DNA glycosylase,UNG
DB06991,"N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide",small molecule,experimental,Q16539,Mitogen-activated protein kinase 14,MAPK14
DB06992,"(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone",small molecule,experimental,P28845,Corticosteroid 11-beta-dehydrogenase isozyme 1,HSD11B1
DB06993,"(2S,3S)-4-cyclopropyl-3-{(3R,5R)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3S)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine",small molecule,experimental,P27487,Dipeptidyl peptidase 4,DPP4
DB06994,"(2S,3S)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine",small molecule,experimental,P27487,Dipeptidyl peptidase 4,DPP4
DB06995,N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide,small molecule,experimental,P08581,Hepatocyte growth factor receptor,MET
DB06996,D-leucyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,small molecule,experimental,P00734,Prothrombin,F2
DB06997,"2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide",small molecule,experimental,P08581,Hepatocyte growth factor receptor,MET
DB06999,PLX-4720,small molecule,experimental,P15056,Serine/threonine-protein kinase B-raf,BRAF
DB07000,"N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide",small molecule,experimental,P15056,Serine/threonine-protein kinase B-raf,BRAF
DB07001,"(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine",small molecule,experimental,P29474,"Nitric oxide synthase, endothelial",NOS3
DB07002,4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile,small molecule,experimental,P35228,"Nitric oxide synthase, inducible",NOS2
DB07003,"(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",small molecule,experimental,P35228,"Nitric oxide synthase, inducible",NOS2
DB07004,2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-N-methylhydrazinecarbothioamide,small molecule,experimental,P04271,Protein S100-B,S100B
DB07005,D-phenylalanyl-N-{4-[amino(iminio)methyl]benzyl}-L-prolinamide,small molecule,experimental,P00734,Prothrombin,F2
DB07006,"9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE",small molecule,experimental,P30291,Wee1-like protein kinase,WEE1
DB07007,"(3R)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",small molecule,experimental,P35228,"Nitric oxide synthase, inducible",NOS2
DB07008,"4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PYRIMIDINE",small molecule,experimental,P35228,"Nitric oxide synthase, inducible",NOS2
DB07009,"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL",small molecule,experimental,Q15788,Nuclear receptor coactivator 1,NCOA1
DB07009,"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL",small molecule,experimental,Q92731,Estrogen receptor beta,ESR2
DB07010,N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE,small molecule,experimental,P28482,Mitogen-activated protein kinase 1,MAPK1
DB07010,N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE,small molecule,experimental,P53779,Mitogen-activated protein kinase 10,MAPK10
DB07011,"(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE",small molecule,experimental,P35228,"Nitric oxide synthase, inducible",NOS2
DB07013,TERT-BUTYL 4-({[4-(BUT-2-YN-1-YLAMINO)PHENYL]SULFONYL}METHYL)-4-[(HYDROXYAMINO)CARBONYL]PIPERIDINE-1-CARBOXYLATE,small molecule,experimental,P45452,Collagenase 3,MMP13
DB07014,"2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole",small molecule,experimental,P49841,Glycogen synthase kinase-3 beta,GSK3B
DB07015,"(3R,4R)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine",small molecule,experimental,P27487,Dipeptidyl peptidase 4,DPP4
DB07016,"(3R)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline",small molecule,experimental,P00734,Prothrombin,F2
DB07017,"(5S)-2-{[(1S)-1-(4-Fluorophenyl)ethyl]amino}-5-(2-hydroxy-2-propanyl)-5-methyl-1,3-thiazol-4(5H)-one",small molecule,experimental,P28845,Corticosteroid 11-beta-dehydrogenase isozyme 1,HSD11B1
DB07019,"N-[(5R,14R)-5-AMINO-5,14-DIMETHYL-4-OXO-3-OXA-18-AZATRICYCLO[15.3.1.1~7,11~]DOCOSA-1(21),7(22),8,10,17,19-HEXAEN-19-YL]-N-METHYLMETHANESULFONAMIDE",small molecule,experimental,P56817,Beta-secretase 1,BACE1
DB07020,"N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide",small molecule,experimental,P45984,Mitogen-activated protein kinase 9,MAPK9
DB07021,"(7R,8R)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine",small molecule,experimental,P27487,Dipeptidyl peptidase 4,DPP4
DB07022,3-Hydroxypropyl 3-[(7-carbamimidoyl-1-naphthyl)carbamoyl]benzenesulfonate,small molecule,experimental,P03951,Coagulation factor XI,F11
DB07023,"(1R)-2-[(Diaminomethylene)amino]-1-{4-[(4R)-4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl]phenyl}ethyl nicotinate",small molecule,experimental,P03951,Coagulation factor XI,F11
DB07024,"2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE",small molecule,experimental,P24941,Cyclin-dependent kinase 2,CDK2
DB07025,3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE,small molecule,experimental,O14757,Serine/threonine-protein kinase Chk1,CHEK1
DB07026,"(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE",small molecule,experimental,P39900,Macrophage metalloelastase,MMP12
DB07027,D-phenylalanyl-N-(3-fluorobenzyl)-L-prolinamide,small molecule,experimental,P00734,Prothrombin,F2
DB07028,(2-{[(4-BROMO-2-FLUOROBENZYL)AMINO]CARBONYL}-5-CHLOROPHENOXY)ACETIC ACID,small molecule,experimental,P15121,Aldose reductase,AKR1B1
DB07029,"4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]-6-METHYLPYRIMIDINE",small molecule,experimental,P35228,"Nitric oxide synthase, inducible",NOS2
DB07030,(5-CHLORO-2-{[(3-NITROBENZYL)AMINO]CARBONYL}PHENOXY)ACETIC ACID,small molecule,experimental,P15121,Aldose reductase,AKR1B1
DB07031,"3-Fluoro-4-{[(2R)-2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-2-naphthalenyl)acetyl]amino}benzoic acid",small molecule,experimental,P13631,Retinoic acid receptor gamma,RARG
DB07032,2-(4-HYDROXY-PHENYL)BENZOFURAN-5-OL,small molecule,experimental,Q92731,Estrogen receptor beta,ESR2
DB07033,5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE,small molecule,experimental,O15530,3-phosphoinositide-dependent protein kinase 1,PDPK1
DB07034,"2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID",small molecule,experimental,O14757,Serine/threonine-protein kinase Chk1,CHEK1
DB07036,"(3aS,4R,9bR)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol",small molecule,experimental,Q92731,Estrogen receptor beta,ESR2
DB07037,(2S)-1-AMINO-3-[(5-NITROQUINOLIN-8-YL)AMINO]PROPAN-2-OL,small molecule,experimental,O14757,Serine/threonine-protein kinase Chk1,CHEK1
DB07038,2-(cyclohexylamino)benzoic acid,small molecule,experimental,O14757,Serine/threonine-protein kinase Chk1,CHEK1
DB07039,(2S)-N-(4-cyano-3-iodophenyl)-3-(4-cyanophenoxy)-2-hydroxy-2-methylpropanamide,small molecule,experimental,P10275,Androgen receptor,AR
DB07045,"(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",small molecule,experimental,Q99933,BAG family molecular chaperone regulator 1,BAG1
DB07045,"(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",small molecule,experimental,P11142,Heat shock cognate 71 kDa protein,HSPA8
DB07046,"2-[(2-chloro-4-iodophenyl)amino]-N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide",small molecule,experimental,Q02750,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1
DB07048,"N-[(2R)-5-(aminosulfonyl)-2,3-dihydro-1H-inden-2-yl]-2-propylpentanamide",small molecule,experimental,P00918,Carbonic anhydrase 2,CA2
DB07049,(2R)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine,small molecule,experimental,P28845,Corticosteroid 11-beta-dehydrogenase isozyme 1,HSD11B1
DB07050,"5-[(phenylsulfonyl)amino]-1,3,4-thiadiazole-2-sulfonamide",small molecule,experimental,P00918,Carbonic anhydrase 2,CA2
DB07051,"3,5-DIMETHYL-1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER",small molecule,experimental,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D
DB07053,2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,small molecule,experimental,P37231,Peroxisome proliferator-activated receptor gamma,PPARG
DB07054,(2R)-1-(DIMETHYLAMINO)-3-{4-[(6-{[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-4-YL)AMINO]PHENOXY}PROPAN-2-OL,small molecule,experimental,P24941,Cyclin-dependent kinase 2,CDK2
DB07056,"2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-N,N-diethylacetamide",small molecule,experimental,P28845,Corticosteroid 11-beta-dehydrogenase isozyme 1,HSD11B1
DB07058,"5-[1-(4-methoxyphenyl)-1H-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3H)-thione",small molecule,experimental,P49841,Glycogen synthase kinase-3 beta,GSK3B
DB07059,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE",small molecule,experimental,P00797,Renin,REN
DB07060,3-(INDOL-3-YL) LACTATE,small molecule,experimental,Q9UJM8,Hydroxyacid oxidase 1,HAO1
DB07061,"1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL",small molecule,experimental,O60551,Glycylpeptide N-tetradecanoyltransferase 2,NMT2
DB07063,Lidorestat,small molecule,investigational,P15121,Aldose reductase,AKR1B1
DB07064,"(4R)-4-(3-HYDROXYPHENYL)-N,N,7,8-TETRAMETHYL-3,4-DIHYDROISOQUINOLINE-2(1H)-CARBOXAMIDE",small molecule,experimental,P52732,Kinesin-like protein KIF11,KIF11
DB07065,"5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)-3-thiocyanatopyrazolo[1,5-a]pyrimidin-7-amine",small molecule,experimental,P24941,Cyclin-dependent kinase 2,CDK2
DB07066,"2-CHLORO-N-[(3R)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",small molecule,experimental,P11217,"Glycogen phosphorylase, muscle form",PYGM
DB07067,"(2S,3S)-3-{3-[4-(METHYLSULFONYL)PHENYL]-1,2,4-OXADIAZOL-5-YL}-1-OXO-1-PYRROLIDIN-1-YLBUTAN-2-AMINE",small molecule,experimental,P27487,Dipeptidyl peptidase 4,DPP4
DB07068,"(4-{4-[(TERT-BUTOXYCARBONYL)AMINO]-2,2-BIS(ETHOXYCARBONYL)BUTYL}PHENYL)SULFAMIC ACID",small molecule,experimental,P23467,Receptor-type tyrosine-protein phosphatase beta,PTPRB
DB07069,m-Hydroxyhippuric acid,small molecule,experimental,Q16719,Kynureninase,KYNU
DB07070,(2S)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid,small molecule,experimental,Q03181,Peroxisome proliferator-activated receptor delta,PPARD
DB07071,"(R)-1-(4-(4-(Hydroxymethyl)-1,3,2-dioxaborolan-2-YL)phenethyl)guanidine",small molecule,experimental,P03951,Coagulation factor XI,F11
DB07072,"(1S,2R,5S)-5-[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]-2-(2,4,5-TRIFLUOROPHENYL)CYCLOHEXANAMINE",small molecule,experimental,P27487,Dipeptidyl peptidase 4,DPP4
DB07073,"5,5-dimethyl-2-morpholin-4-yl-5,6-dihydro-1,3-benzothiazol-7(4H)-one",small molecule,experimental,P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",PIK3CG
DB07074,6-CARBAMIMIDOYL-4-(3-HYDROXY-2-METHYL-BENZOYLAMINO)-NAPHTHALENE-2-CARBOXYLIC ACID METHYL ESTER,small molecule,experimental,P03951,Coagulation factor XI,F11
DB07075,3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)-1H-INDAZOLE-6-CARBONITRILE,small molecule,experimental,O14757,Serine/threonine-protein kinase Chk1,CHEK1
DB07076,6-[(Z)-AMINO(IMINO)METHYL]-N-[3-(CYCLOPENTYLOXY)PHENYL]-2-NAPHTHAMIDE,small molecule,experimental,P00749,Urokinase-type plasminogen activator,PLAU
DB07077,"(R)-1-(4-(4-(Hydroxymethyl)-1,3,2-dioxaborolan-2-YL)phenyl)guanidine",small molecule,experimental,P03951,Coagulation factor XI,F11
DB07078,"(3Z)-6-(4-HYDROXY-3-METHOXYPHENYL)-3-(1H-PYRROL-2-YLMETHYLENE)-1,3-DIHYDRO-2H-INDOL-2-ONE",small molecule,experimental,O14757,Serine/threonine-protein kinase Chk1,CHEK1
DB07079,3-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}propane-1-thiol,small molecule,experimental,P78536,Disintegrin and metalloproteinase domain-containing protein 17,ADAM17
DB07080,TO-901317,small molecule,experimental,P55055,Oxysterols receptor LXR-beta,NR1H2
DB07080,TO-901317,small molecule,experimental,Q15596,Nuclear receptor coactivator 2,NCOA2
DB07080,TO-901317,small molecule,experimental,P28702,Retinoic acid receptor RXR-beta,RXRB
DB07080,TO-901317,small molecule,experimental,Q13133,Oxysterols receptor LXR-alpha,NR1H3
DB07080,TO-901317,small molecule,experimental,Q15788,Nuclear receptor coactivator 1,NCOA1
DB07080,TO-901317,small molecule,experimental,O75469,Nuclear receptor subfamily 1 group I member 2,NR1I2
DB07081,"(2R)-4-[(8R)-8-METHYL-2-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[1,5-A]PYRAZIN-7(8H)-YL]-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE",small molecule,experimental,P27487,Dipeptidyl peptidase 4,DPP4
DB07082,"1,1,1,3,3,3-HEXAFLUORO-2-{4-[(2,2,2-TRIFLUOROETHYL)AMINO]PHENYL}PROPAN-2-OL",small molecule,experimental,P55055,Oxysterols receptor LXR-beta,NR1H2
DB07083,beta-phenyl-D-phenylalanyl-N-propyl-L-prolinamide,small molecule,experimental,P00734,Prothrombin,F2
DB07086,"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",small molecule,experimental,Q15596,Nuclear receptor coactivator 2,NCOA2
DB07086,"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",small molecule,experimental,P03372,Estrogen receptor alpha,ESR1
DB07087,"4-[(1S,2S,5S,9R)-5-(HYDROXYMETHYL)-8,9-DIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",small molecule,experimental,P03372,Estrogen receptor alpha,ESR1
DB07087,"4-[(1S,2S,5S,9R)-5-(HYDROXYMETHYL)-8,9-DIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",small molecule,experimental,Q15596,Nuclear receptor coactivator 2,NCOA2
DB07088,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide,small molecule,experimental,P07477,Trypsin-1,PRSS1
DB07088,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide,small molecule,experimental,P00734,Prothrombin,F2
DB07089,N-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide,small molecule,experimental,P56817,Beta-secretase 1,BACE1
DB07091,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,small molecule,experimental,P07477,Trypsin-1,PRSS1
DB07091,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,small molecule,experimental,P00734,Prothrombin,F2
DB07092,"(2S,3S)-3-AMINO-4-(3,3-DIFLUOROPYRROLIDIN-1-YL)-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-6-YLCYCLOHEXYL)BUTANAMIDE",small molecule,experimental,P27487,Dipeptidyl peptidase 4,DPP4
DB07093,"{3-[(5-CHLORO-1,3-BENZOTHIAZOL-2-YL)METHYL]-2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL}ACETIC ACID",small molecule,experimental,P15121,Aldose reductase,AKR1B1
DB07094,"1-(2,2'-bithiophen-5-yl)methanamine",small molecule,experimental,P09960,Leukotriene A-4 hydrolase,LTA4H
DB07095,(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide,small molecule,experimental,P07477,Trypsin-1,PRSS1
DB07095,(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide,small molecule,experimental,P00734,Prothrombin,F2
DB07096,"6-AMINO-BENZO[DE]ISOQUINOLINE-1,3-DIONE",small molecule,experimental,P09874,Poly [ADP-ribose] polymerase 1,PARP1
DB07099,N-[4-(benzyloxy)phenyl]glycinamide,small molecule,experimental,P09960,Leukotriene A-4 hydrolase,LTA4H
DB07100,"4-CHLORO-6-(4-PIPERAZIN-1-YL-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",small molecule,experimental,P07900,Heat shock protein HSP 90-alpha,HSP90AA1
DB07101,Mirdametinib,small molecule,investigational,Q02750,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1
DB07102,(2S)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid,small molecule,experimental,P09960,Leukotriene A-4 hydrolase,LTA4H
DB07104,4-amino-N-[4-(benzyloxy)phenyl]butanamide,small molecule,experimental,P09960,Leukotriene A-4 hydrolase,LTA4H
DB07105,2-[2-(4-Chloro-Phenylsulfanyl)-Acetylamino]-3-(4-Guanidino-Phenyl)-Propionamide,small molecule,experimental,P00734,Prothrombin,F2
DB07106,SKF-91488,small molecule,experimental,P50135,Histamine N-methyltransferase,HNMT
DB07107,(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE,small molecule,experimental,P17612,cAMP-dependent protein kinase catalytic subunit alpha,PRKACA
DB07107,(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE,small molecule,experimental,P61925,cAMP-dependent protein kinase inhibitor alpha,PKIA
DB07108,"4'-FLUORO-1,1'-BIPHENYL-4-CARBOXYLIC ACID",small molecule,experimental,Q07817,Bcl-2-like protein 1,BCL2L1
DB07110,4-(4-FLUOROBENZYL)PIPERIDINE,small molecule,experimental,P56817,Beta-secretase 1,BACE1
DB07111,"(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid",small molecule,experimental,P37231,Peroxisome proliferator-activated receptor gamma,PPARG
DB07112,N-[(4-HYDROXY-8-IODOISOQUINOLIN-3-YL)CARBONYL]GLYCINE,small molecule,experimental,Q9GZT9,Egl nine homolog 1,EGLN1
DB07113,"(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE",small molecule,experimental,P00797,Renin,REN
DB07115,"N-(4-chlorobenzyl)-N-methylbenzene-1,4-disulfonamide",small molecule,experimental,Q8N1Q1,Carbonic anhydrase 13,CA13
DB07116,1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-4-METHYL-1H-INDOLE,small molecule,experimental,P13051,Uracil-DNA glycosylase,UNG
DB07117,"5-(4-PHENOXYPHENYL)-5-(4-PYRIMIDIN-2-YLPIPERAZIN-1-YL)PYRIMIDINE-2,4,6(2H,3H)-TRIONE",small molecule,experimental,P14780,Matrix metalloproteinase-9,MMP9
DB07119,1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL,small molecule,experimental,Q15788,Nuclear receptor coactivator 1,NCOA1
